,idx,class,conversation
509,509,직장 내 괴롭힘 대화,"정한씨 내일에 무슨 약속 있어요?
그래요? 잘됐다 그럼 내일 나 대신 거래쳐 미팅 좀 갔다와요.
아니. 나 회사안에서만 있고 싶어서 정한씨 능력도 좀 보고
멀 죄송해 죄송하며 갔다와.
뭐? 지금 장난해? 너 매일같이 야근하고 싶어?"
510,510,갈취 대화,"야 김계란 매점가냐?
야 내껀 초코우유랑 소시지빵 사와라.
야 너네집 잘산다며? 좋은말할때 사와라
너네 아버지 일수하신다며. 야 돈많아서 좋겠다야. 애들은 너네아버지 일수꾼인거아냐?
아 나 피곤하게했으니까 호빵도 사와라"
511,511,기타 괴롭힘 대화,"뭐라고했어요.지금?
하 지금 말 다했어요?
하.
나 없이 당신이 살아갈 수 있을거 같아?
뭐가 심해 ! 너가 지금 당장 나가서 돈 벌어올수있어? 이 사회는 여자 나이 많으면 취직도 못해 알지도 못하면서 대들기는"
512,512,기타 괴롭힘 대화," 그래 거기두고가
 뭐 ? 배달비? 내가 지금 20만원치나 시켰는데?
 뭐 배달이나 하는주제에
 오토바이나 타는주제에 말대꾸하지마
 어디서 까불고 있어 지까짓게"
513,513,갈취 대화,"어? 야 너 이옷 명품 아냐?
헐 대박 야 이거 나 좀 빌려주라
아니 내가 이거 달랬냐고 하루만 빌려줘
나 오늘 데이트 할 때 입을 옷이 없어서 그래. 한 번만 응?
아 진짜 말 안통하네 내일 돌려줄게 가져간다."
514,514,갈취 대화,"김이병 이번달 월급 나왔지?
그래? 군대에서 돈 필요없어 나한테 맡겨 전역할때 이자쳐서 줄게
그래 한참 남았지 군생활 꼬이고 싶진 않지?
그래 내가 양보하지머 10만원만 줘봐
다 너 군생활 생각해서 그런거야"
515,515,기타 괴롭힘 대화,"야 저기 도움반 애 온다
지능이 낮아서 그런가 어어없네
안녕 얘들아
죽여버린다 꺼지라고
내눈에띄면죽인다 앞으로 다른길로가"
516,516,기타 괴롭힘 대화,"그래서
알겠다.
야 새끼야 너 이 새끼에게 거짓 누설을 하면 어떡하냐 양아치 같은 놈아
선생님 저 그런식으로 한적이.
아 예 선생님 아주 잘 알겠습니다. 야 미안하다 우리 학교끝나고 옥상에서 화해 더 하자"
517,517,협박 대화,"가 야 이리와봐
가 죄송하다면 다야?
가 뭐라고? 말 그딴식으로하냐?아가리를 찢어버려
가 그럼 칼빵 맞아볼래?
가 아님 대가리를 망치로 확!"
518,518,갈취 대화,"후배야 내가 스타킹이 나갔네 
스타킹을 사야하는데 돈이 없어 1000원 있니?
1000원 없어?
그지니? 1000원도 없어?
때려서 나오면 한대당 열대야.
운 좋은 줄 알아."
519,519,갈취 대화,"나 생일이라고
생일이라고 생일 선물 없어?
말로만???선물없어??
선물달라고 안그럼 인스타그램 에 니가 나한테 꼬리친 부분 캡쳐해서 올린다"
520,520,갈취 대화,"야 100원 줄테니까 빵좀사와. 두개.
야 못사? 이거는 돈이 아니냐? 사오라면 사올것이지 말이 많아.
야 너는 돈 없냐? 니돈으로 사면 되잖아. 너 돈 많잖아
야 뒤져서 나오면 100원에 한대다. 
빵사고 사면 되잖아. 내놔 "
521,521,기타 괴롭힘 대화,"00살이요.
아직은 경제적으로도 그렇고 여러가지로 준비가 안되어서요.
안정적인 직업인 사람은 비슷하게 안정적인 사람 만나고 싶어하지 않을까요? 
아.네
그럴리가요."
522,522,갈취 대화,"학교 졸업했다고 니가 내 꼬봉도 졸업한 거 같냐?
근데 왜 돈 보내라는 거 안 보냈냐?
그럼 알바라도 해야 될 거 아니야?
그럼 엄마 카드로 현금서비스라도 받으라고.
뒤질래?
오늘 밤까지 피씨방으로 돈 만들어서 가져 와. 안 그러면 내가 니네 집으로 찾아갈 거니까."
523,523,직장 내 괴롭힘 대화,"휴가? 왜??
너만 쉬고싶어?
그야 그만큼 너가 일을 잘하니까 좀만 기다려봐!
김대리. 영영 나가고싶어?
그래 담부턴 죄송할 짓 하지마"
524,524,직장 내 괴롭힘 대화,"아 정말! 이 것 하나 제대로 못해요?
몇 번째야. 도대체 김인턴이 내 일 까지 다해줄거냐구요!!
배울 의지가 있긴 한거야? 왜 몇 일째 같은 일을 계속 물어봐?어? 일부러 나 열받게 하려는거에요??!
아니 그럼 내가 죽으라면 죽는 시늉이라도 하려고? 적당히 해야지. 내가 지금 당신 일 알려주려고 회사 나온 줄 알아요!?
그럼 우리 회사를 왜 들어왔어? 어? 회사에 도움이 될 생각을 해야지. 짐만 되는 사람이 들어와서는.쯧.알아서 해요!"
525,525,기타 괴롭힘 대화,"공부는 참 더럽게 못 하는데 존나 열심히 하네? 너가 그런다고 성적이 오를거 같아?
어쭈 이제 말대꾸까지? 이게 미쳤나보네? 맞고싶어?
진짜 몰라서 묻는거야? 너도 참 눈치 없다 그냥 나는 너가 싫어
미안하면 꺼져 이새끼야"
526,526,직장 내 괴롭힘 대화,"어이 김대리 시킨 거 어디있나
그럼 내가 얘기한 거 하면 돼잖아.
어 지금 부장님이 봐야지.
빨리 해서 1시간 안에 줘.
안 되면 너랑 나랑 고과 끝이야."
527,527,갈취 대화,"무료 이벤트라고 해서 왔는데 이것도 꼭 받아야되나요?
아니 그럼 무료라고 써놓으면 안되죠
아니 저 정말 몰랐는데
아니 제대로 설명을 해주셔야죠
아니.
네."
528,528,기타 괴롭힘 대화,"나야. 수철이.
어. 이제서야 전화 받는구나.
니가 내 전화 피하는 거 같아서 친구 핸드폰으로 하는거야.
니가 내 전화만 안피했어도 이렇게 안해.
앞으로 내 전화 바로바로 안받으면 앞으로는 더 심하게 할거니까. 잘 받아라."
529,529,갈취 대화,"어이 거기 아저씨
응. 너.
아저씨. 내가 꼬마야? 그것보다 내가 배가 고픈데 가진 것 좀 줘봐
미친 개소리하지 말고. 나오면 백원당 천대야 퍽 퍽 퍽
이빨 그만 털고 내놔 돈"
530,530,갈취 대화,"친구야 6만원만 빌려줘라
아 딱 하루만 쓰고 갚을께
맞을래?
그래하루만 쓰고 갚을께"
531,531,기타 괴롭힘 대화,"야.
너 왜 이렇게 못생겼어?
너 오늘따라 찐빵 같이 생겼다.
왜 친구끼리 장난도 못치냐. 그런데 찐빵같다는건 사실인데 
야 화났냐 찐빵?"
532,532,갈취 대화,"아니 엄마 왜 내 계좌에 입금을 안해놓는데 미쳤어
아니 됐고 언제 다시 돈들어와 어!?
아니 나 죽어버릴까 확
시끄럽고 더 오래 살아 봐야 뭐해 그냥 그 병원비 나한테 내놔
나이 들어 오래 살아 봐야 뭐하냐고 아들을 위해 희생해야지
시끄럽고 그 돈 빨리 줘"
533,533,갈취 대화,"나 노스페이스 바람막이 좀 사줘 그정돈 껌이지?
 왜 저번에도 잘 사줬었잖아. 지금 내 말 무시하는 거야?
 그니까 저번처럼 빨리 내 앞에 갖다 바치라고 새끼야
 거짓말 하지마 개소리 하네 또
 그런 거 나한테 안 통하는 거 알면서도 또 그러네"
534,534,협박 대화,"경비아저씨죄송한데 101동 3201호에 층간소음 인터폰 좀 해주세요.
하루이틀도 아니고 11시면 다 자야하는 시간인데 너무 하신거 아니예요?
낮에는 참는다지만9시부터 시작해서 11시예요!윗집에서 조심해야하는 시간이죠
어쩌라니요? 조심해달라구요
제대로 층간소음 알려드려요?
경찰 오기전에 제가 제대로 판 벌립니다.조용히 살고 싶으면 인터폰하지마요.한번만 더 경비실에서 전화오면 밑에집에 불내버릴테니"
535,535,협박 대화,"너 지금 왜이렇게 늦게들어왔어?
내가 10시까지는 무조건들어오라고했지
너 이제 집에서 못나갈줄 알아
또 한번더 이렇게 늦으면 다같이 죽어버리자 그냥
아니면 다시는 못나가게 니 다리부터 분질러야겠다"
536,536,갈취 대화,"친구야 내친구야
왜그렇게 쫄고그래?
그건 그렇고 너 에어팟 샀다며?
나도써보고싶었는데 니꺼 써보고 결정해야겠다
누가 뭐래? 어제샀는지 오늘 샀는지가 중요하겠니?
 그래 졸업할때 돌려줘도 되냐?
 새끼 농담인데 정색은 얼굴 풀어라"
537,537,직장 내 괴롭힘 대화,"김책임. 거기 에이포용지 좀 채워놔요
응 니가요
야. 상사가 채우라면. 채우는 척이라도 해. 그게 사회 생활이야!
까라면 까라고 
야 니가 그걸 해? 연구원이라며
감히 상사말에 토를 달아?"
538,538,갈취 대화,"저기 죄송한데요.
차비 좀 빌려주세요.
제가 상황이 이렇게 됐으니 좀 빌려주시죠.
거 얼마나 한다고. 좀 주시죠.
줄 때까지 따라갑니다."
539,539,갈취 대화,"친구야 내가 정말 급해서 그러는 데 돈 좀 빌려주면 안될까?
이씨 누가 안값는데? 어차피 빌려준 거 조금 더 빌려줄 수 있잖아?
아 이렇게 나오시겠다? 그럼 이 사진 학과커뮤니티에 올려도 된다는 거지?
그러니까 돈 좀 빌려달라고 친구야.
이미 사진은 다 퍼진 후일걸?
어차피 빌려줄거면서 고맙다 친구야?
그럼그럼"
540,540,직장 내 괴롭힘 대화,"이게뭐야 김사원 똑바로 안해?
말대꾸하지마
이게어디서
다시해
빨리해"
541,541,갈취 대화,"엄마 이거 금가락지 말고 금송아지어딨어?
 엄마 내가 지금 죽게 생겼는데 그런말이 어딨어
 엄마 잘생각해 이거 안주면 하나밖에 없는 딸도 이제 못봐
내가 뭐 나좋자고 그래???
늙어서 그렇게 주저 앉아 울면 추하니까 얼른 일어나 
나 제정신이야 내가 돈만 갚으면 이제 일 열심히 할게 엄마고마워"
542,542,갈취 대화,"싫은데?
내가 왜?
아 왜이래
미쳤어? 이리줘
흑흑"
543,543,협박 대화,"의원님. 그간 안녕하셨죠?
 저 그동안 의원님이 주신 엿먹고 아주 잘살았습니다.
 의원님 이렇게 나오시면 저 섭섭합니다? 저번에 뒷돈만 홀라당 드시고 비리 터지니까 저 버리셨잖아요.
 됐고 의원님 오늘 저랑 이 창고에서 같이 죽는겁니다. 저 이제 내려갈 바닥도 없어요. 의원님이랑 같이 죽고! 저 생 마감하렵니다.
 아 의원님 저랑 같이 세상 저편 가기 전에 제가 짧은 복수 하고 싶은데 괜찮으시죠? 어차피 나중엔 기억도 못하실 거에요."
544,544,갈취 대화,"오늘 술한잔 하게 만원씩 내자
아 그러고보니 너 저번에 안냈잖아 그러니깐 이만원 내
그래도 왔으면 돈을 내야지 저번꺼랑 같이 내
그래도 내 어떻게든 만들어서 내
네 물건을 팔든 엄마한테 달라고하든 알바를 하든 알아서 만들어서 내
그건 네 사정이고 야 근데 네가 입고있는 가디건 예쁘다
내가 이만원에 살게 팔아 그리고 그돈으로 술마시러 가면 되겠다"
545,545,직장 내 괴롭힘 대화,"윤이씨
가서이것좀 씻어와
응 맞아 좀 씻어와
아 윤이씨가 계약직이라 잘 모르나 본데 원래 이런거 해줘야지 이쁘게 보고 정직원으로 채용될수도 있는거다
응? 내말 못믿네! 내가 말 한마디 잘못하면 자기 채용도 좀 그래 물거품될수도있어 윤이씨가 자기만 아는 이기적인 사람인거 윗분들도 아시면 좀 그렇겠지?
그래? 아니꼬우면 윤이씨가 대리하면 되겠다 그치?"
546,546,기타 괴롭힘 대화,"생긴 것 봐라. 니네 부모님은 무슨 잘못을 하셔서 이런 자식을 낳으셨냐
아? 아니면 니네 부모 닮아서 이렇게 생겼냐?
내 얼굴을 봐? 그렇게 말할 일은 없지 뭐. 넌 쌍판 갈아치워도 안될 면상이네. 갈았네 갈았어
그만해 그만해 예예 그만할게요
얘는 한숨소리도 못생겼다 애들아"
547,547,기타 괴롭힘 대화,"아 찐따새끼 진짜 쟤 저렇게 맞고도 학교 잘 나온다
정신 못 차렸나보지 존나 못생겨서 저 안경은 또 뭐냐 찐따새끼 진짜
나 ? .왜 무슨일이야
아 .미안해
너도 참 찌질하다"
548,548,기타 괴롭힘 대화,"안녕 재평아 중에서 재평아는 좀 빼지 너랑 아는 사이조차도 되기 싫은데
그니까 미쳤어
너네 갑자기 왜 그래.
우린 예전부터 너가 싫었어."
549,549,갈취 대화,"김사장님 별일 없으세요 ?
아니 말씀을 참 섭섭하게 하시네. 인사정도도 가볍게 못합니까
크. 김사장님은 역시 눈치가 빨라서 참 좋단말이지.
이번에 사업 확장하신다는 소리를 들었는데 그 만큼 회사가 많이 큰데에는 제 몫도 있지 않겠습니까.
와 이렇게 나오시면 섭섭하죠. 그 동안 제가 애들 관리 다 해줘서 별 탈 없이 지금 자리 유지하시는거 아닙니까.
그렇게 말씀하시면 서운합니다. 사장님 그럼 우리 애들이 도움이 안됐다는 건가요 허 참
큰 거 두장만 주시면 됩니다. 그럼 이제 더 이상 사장님 사업에 저희 애들 개입 안시키고 얌전히 가겠습니다.
아니 뭐 사업 확장은 종이 쪼가리로 한답니까? 다 있으신 거 압니다. 내일 다시 오겠습니다. 사장님. 후회할 짓 하지는 마시고요."
550,550,직장 내 괴롭힘 대화,"야 종민아.
어우 내가 엊그제 당직을 서서 몸이 좀 뻐근한데 행보관님이 나한테 치장창고 작업을 맡기셨네?
내가 널 시켰지 종훈이를 시켰냐? 너 임관한지 얼마나 됐지?
5개월이나 됐는데 아직도 그모양이냐? 어휴 전역이나 할것이지 무슨 임관을 쳐 한다고.
그래 죄송하면 빨리 가서 해라. 열 올라오니까."
551,551,협박 대화,"너 한번만 더그러면 죽여버린다
확실히 이야기해 너 목숨이달렸어
한대 맞아야 정신차리냐?
집 어디야. 사는 곳 끝까지 쫓아갈까?
다음에 만나면 진짜 죽는다 너"
552,552,갈취 대화,"야야 버스비가 없는데 오천원만 빌려주라
담주에 알바비 들어오면 갚을게
야 내가 큰돈 빌려달라는거도 아니고 쪼잔하게 왜 그러냐
마지막으로 오천원 좀 빌려줘"
553,553,직장 내 괴롭힘 대화,"너는 머리가 없냐?
아니면 키보드를 만질 손이 없냐?
글을 이따위로 쓰면 어떡해?
너 승진하고싶지?
아주 이 기회에 날리고 싶어?
앞으로는 일 똑바로해. 승진 막기전에"
554,554,기타 괴롭힘 대화,"야 너 내가 카톡하면 10초 안에 보라고 했지
 근데 왜이렇게 늦어? 정말 맞고 싶냐?? 너 그리고 게임 레벨도 올려놓으라 했지
 시간.? 나는 그럼 뭐 시간이 많냐? 그리고 빵은? 빵사오라 했자나!!
 돈?? 야 장난하냐.? 니가 알아서 빌리건지 구걸을 하던지 알아서 해야할거 아냐 아
 야야 빨리 가 나 배고프니까"
555,555,갈취 대화,"돈 좀 있냐
 그럼 니 동생한테 받아도되냐
 아니 나중에 다 갚겠다고
 알겠어 그럼 어쩔수없지 니 동생 번호가 01029382827이던가?
 처음부터 그냥 주면 좋았잖냐"
556,556,직장 내 괴롭힘 대화,"김사원 밥 먹었어?
혼자서도 밥 잘 먹나봐
그나저나 송대리네하고는 밥 같이 못 먹나봐?하긴.자기 성격에 그쪽에 끼긴 그렇지?
어머 자기 몰랐어?여기 송대리네랑 안 친한건 자기뿐인거 같던데
회사라서 이렇지 자기 어디 가서 그러면 안되겠다왕따 당할 수도 있잖아
자기 기분 상한 거 아니지?이게 다 자기 생각해서 해주는 말이야"
